OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length
118,Nassau,74,Francis Gibbs Memorial Highway,"That portion of S.R. A1A/S.R. 105/S. Fletcher Avenue between S.R. A1A/S.R. 200/Atlantic Avenue and C.R. 105B/Simmons Road in Nassau County is designated as ""Francis Gibbs Memorial Highway.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,2,S. Fletcher Avenue,,,,,,116,,1,356f1faf-59d2-4c7f-abcb-d45b5e14250d,5726.5802118873
119,Nassau,74,"Nassau County Deputy Sheriffs Memorial Highway
","That portion of S.R. A1A/S.R. 200 between I‐95/S.R. 9 and Stratton Road in Nassau County is designated as ""Nassau County Deputy Sheriffs Memorial Highway.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,2,,,,,,,117,,1,67fe1038-abea-4eeb-af72-9e9900e233e5,21568.2292427317
121,St. Johns,78,Ponce de Leon Bridge,"Bridge number 780129 on U.S. 1/S.R. 5/Ponce de Leon Boulevard over San Sebastian River in St. Johns County is designated as ""Ponce de Leon Bridge.""",US-1,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,2,Ponce de Leon Boulevard,,,,,,119,,1,3f5784e3-e421-4ebf-9d5c-5f1ce8fc04e4,288.628837889705
122,Gadsden,50,Julia Munroe Woodward Highway,"Upon Completion of construction, that portion of S.R. 269 between U.S. 90/S.R. 10 and S.R. 12 in Gadsden County is designated as ""Julia Munroe Woodward Highway.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,3,,,,,,,120,,1,f1107a7d-5866-493e-a3b2-d92a686be61e,2943.03007925888
123,Jefferson,54,CPT Tecarie 'CZ' Czarnecki and TSgt David A. Stone Memorial Highway,"That portion of I-10/S.R. 8 between mile marker 234 and the Madison County line in Jefferson County is designated as ""CPT Tecarie 'CZ' Czarnecki and TSgt David A. Stone Memorial Highway.""",I-10,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,3,,,,,,,121,,1,7f857f80-e04c-455e-8139-b861a750d9fb,1586.42941145216
125,Leon,55,Danny A. Pino Way,"That portion of U.S. 90/S.R. 10 between N. Woodward Avenue and Wadsworth Street in Leon County is designated as ""Danny A. Pino Way.""",US-90,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3,,,,,,,123,,1,e865d2fc-729c-4dc0-82af-848496338eff,846.989956331834
126,Okaloosa,57,Brigadier General Thomas 'Mark' Stogsdill Memorial Overpass,"Bridge number 570175 on 77th Special Forces Way over S.R. 85 in Okaloosa County is designated as ""Brigadier General Thomas 'Mark' Stogsdill Memorial Overpass.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3,77th Special Forces Way,,,,,,124,,0,880102db-0dc9-4a15-8aa1-4f9668d74621,89.9000352050907
127,Okaloosa,57,William H. 'Bill' Mapoles Bridge,"Bridge number 570172 on U.S. 90/S.R. 10 over the Yellow River in Okaloosa County is designated as ""William H. 'Bill' Mapoles Bridge.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3,,,,,,,125,,1,f01489e4-da7b-4ae9-aac5-2b1b55778ca9,574.64542835451
130,Okaloosa,57,C. Wayne Ansley Highway,"That portion of S.R. 85/N. Ferdon Boulevard between S.R. 10/U.S. 90 and C.R. 188/Airport Road/Old Bethel Road in Okaloosa County is designated as ""C. Wayne Ansley Highway.""",SR-85,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,3,N. Ferdon Boulevard,,,,,,128,,1,7f752553-1746-4f81-9067-b7bbd4edc276,4555.82500760978
132,Santa Rosa,58,Sheriff Wendell Hall Highway ,"That portion of U.S. 90 from Chumuckla Highway to Woodbine Road in Santa Rosa County is designated as ""Sheriff Wendell Hall Highway.""",SR-90,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3,Caroline Street,,,,,,130,,0,58efc7dc-c347-46f1-9b40-a86565ab7cb9,1852.4405518201
133,Santa Rosa,58,Warren E. 'Charlie' and Shirley Brown Memorial Highway,"That portion of U.S. 98/S.R. 30 between Rosewood Drive in Okaloosa County and Sunrise Drive in Santa Rosa County is designated as ""Warren E. 'Charlie' and Shirley Brown Memorial Highway.""",US-98,"CS/CS/SB 
368",2017/07/01 05:00:00+00,2017,3,,,,,,,131,,1,e7889af3-6160-4781-8238-8eb2e6d5c2e5,15392.5907666666
134,Walton,60,"Dr. Martin Lutther King, Jr., Avenue","That portion of U.S. 90/S.R. 10 between N. 5th Street and N. Norwood Road in Walton County is designated as ""Dr. Martin Luther King, Jr., Avenue.""",US-90,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,3,,,,,,,132,,1,8695c99d-fa26-41cd-8b41-bb0bd5af4207,2700.53314016659
135,Broward,86,Kimberly Ann Hurd Memorial Highway,"The portion of I-95/S.R. 9 (8607000) between S.R. 834/Sample Road and the Palm Beach County Line is designated as ""Trooper Kimberly Ann Hurd Memorial Highway.""",I-95,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,4,,,,,,,133,,1,4c05ba95-9a55-4585-acdf-c98ddb8a5965,7292.71485755783
136,Orange,75,First Class Deputy Norman Lewis Memorial Highway,"That portion of C.R. 431/Pine Hills Road between Silver Star Road and S.R. 50 in Orange County is designated as ""First Class Deputy Norman Lewis Memorial Highway.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,5,Pine Hills Road,,,,,,134,,1,2a75b546-d5fd-4c89-b19c-0469fb3cad6f,3316.63020812778
140,Orange,75,Bessie Coleman Street,"That portion of S.R. 526/Washington Street/Robinson Street between S.R. 423/John Young Parkway and C.R. 526/Crystal Lake Drive in Orange County is designated as ""Bessie Coleman Street.""",SR-526,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,5,Washington Street,,,,,,138,,1,94693c33-c0bb-4441-bdc8-886f319d89d5,7931.55464937302
141,Volusia,79,Fred Karl Memorial Highway,"That portion of S.R. 40 between the City of Ormond Beach and the Lake County line in Volusia County is designated as ""Fred Karl Memorial Highway.""",SR-40,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,5,,,,,,,139,,1,b2c1cb80-7bd7-49fe-a214-7c717427e153,39136.1318490336
143,Miami‐Dade,87,Carmelau Monestime Street,"That portion of N.W. 2nd Avenue between N.W. 103rd Street and N.W. 111th Street in Miami-Dade County is designated as ""Carmelau Monestime Street.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,N.W. 2nd Avenue,,,,,,141,,1,828a723c-7ea7-4e27-aaf0-32bfeb9ae229,918.774374282805
144,Miami‐Dade,87,Dr. Clifford Garfield O’Connor Street,"That portion of N.W. 32nd Avenue between N.W. 87th Street and N.W. 83rd Street in Miami-Dade County is designated as ""Dr. Clifford Garfield O'Connor Street.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,N.W. 32nd Avenue,,,,,,142,,0,c9ce3f4e-b43f-4739-b7eb-aad35abdca62,459.099457452131
145,Miami‐Dade,87,Jessie Trice Way,"That portion of 27th Avenue between 54th Street and 215th Street in Miami-Dade County is designated as ""Jessie Trice Way.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,N.W. 27th Avenue,,,,,,143,,1,ee70d846-9376-404b-8892-bbb88316ad5a,18309.963448062
146,Miami‐Dade,87,Luis Fernando Brande Street,"That portion of S.W. 22nd Street between S.R. 933/S.W. 12th Avenue and S.W. 13th Avenue in Miami-Dade County is designated as ""Luis Fernando Brande Street.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,S.W. 22nd Street,,,,,,144,,0,debe9a71-ee44-4ef1-9c06-258aef3534bf,194.518956951927
147,Miami‐Dade,87,Ralph Sanchez Way,"That portion of U.S. 1/U.S. 41/S.R. 5/Biscayne Boulevard between U.S. 1/U.S. 41/S.R. 5/S.E. 2nd Street and N.E. 3rd Street in Miami-Dade County is designated as ""Ralph Sanchez Way.""",,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,Biscayne Boulevard,,,,,,145,,0,4fc0c317-d42e-4e63-8f71-cea2792280e5,575.3965546865
148,Miami‐Dade,87,"Robert ‘Bobby’ L. Parker, Sr., Memorial Highway","That portion of U.S. 441/S.R. 7 between N.W. 155th Lane and N.W. 151st Street in Miami-Dade County is designated as ""Robert 'Bobby' L. Parker, Sr., Memorial Highway.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,,,,,,,146,,0,a3b33bea-0cef-45d9-8a59-377422256543,541.444054168377
149,Miami‐Dade,87,Robert L. Shevin Memorial Boulevard,"That portion of Miami Avenue between N.E. 5th Street and U.S. 41/S.R. 90/S.E. 7th Street in Miami-Dade County is designated as ""Robert L. Shevin Memorial Boulevard.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,Miami Avenue,,,,,,147,,0,e3849743-e3d4-4423-9ca8-719836437c8a,2029.73115078084
150,Miami‐Dade,87,Senator Paul B. Steinberg Bridge,"Bridge number 870054 on S.R. 112/W. 41st Street/Arthur Godfrey Road in Miami Beach is designated as the ""Senator Paul B. Steinberg Bridge.""",SR-112,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,W. 41st Street,,,,,,148,,0,2731f611-0c0b-4aff-96a7-8f5ed4b68617,52.1644830212396
151,Miami‐Dade,87,"Bishop Isaiah S. Williams, Jr., Street","That portion of S.R. 860/Miami Gardens Drive/N.W. 183rd Street between S.R. 817/N.W. 27th Avenue and N.W. 42nd Avenue in Miami-Dade County is designated as ""Bishop Isaiah S. Williams, Jr., Street.""",SR-860,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,183rd Street,,,,,,149,,1,66a2b522-e2bf-4f33-bde8-69adb4682716,2691.81850508515
152,Miami‐Dade,87,Ronald A. Silver Drive,"That portion of S.R. 60/Miami Gardens Drive between S.R. 915/N.E. 6th Avenue and U.S. 1/S.R. 5 in Miami-Dade County is designated as ""Ronald A. Silver Drive.""",SR-860,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,Miami Gardens Drive,,,,,,150,,0,95da1c41-0268-4bb2-bc61-f53837cd8574,4910.2460129186
154,Miami‐Dade,87,Phares Duverne Highway,"That portion of S.R. 909/W. Dixie Highway between N.E. 6th Avenue and N.E. 10th Avenue in Miami-Dade County is designated as ""Phares Duverne Highway.""",SR-909,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,W. Dixie Highway,,,,,,152,,1,23d4f86d-804e-4970-878b-80c6c294f5b5,1419.27415109675
155,Miami‐Dade,87,Sergeant Carl Mertes Street,"That portion of S.R. 922/N.E. 125th Street between N.E. 8th Avenue and N.E. 9th Avenue in Miami-Dade County is designated as ""Sergeant Carl Mertes Street.""",SR-922,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,N.E. 125th Street,,,,,,153,,0,78009260-4652-4f0f-9a5d-06054420d7bd,222.68059322586
156,Miami‐Dade,87,Stanley G. Tate Boulevard,"That portion of S.R. 922 between N.E. 10th Avenue and N. Bayshore Drive in Miami-Dade County is designated as ""Stanley G. Tate Boulevard.""",SR-922,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,N.E. 123rd Street,,,,,,154,,0,68067996-4b6c-41af-a3b0-e52b71dc8aa5,3002.70179903033
157,Miami‐Dade,87,Jacob Fleishman Street,"That portion of S.R. 934/N.W. 81st Street between U.S. 441/S.R. 7/N.W. 7th Avenue and N.W. 12th Avenue in Miami-Dade County is designated as ""Jacob Fleishman Street.""",SR-934,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,N.W. 81st Street,,,,,,155,,0,0c8d053b-4123-4709-b091-052a3bb579b4,909.222669954836
158,Miami‐Dade,87,Miami Springs Boulevard,"That portion of S.R. 948/N.W. 36th Street between N.W. South River Drive and Curtiss Parkway/N.W. 57th Avenue in Miami-Dade County is designated as ""Miami Springs Boulevard.""",SR-948,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,N.W. 36th Street,,,,,,156,,0,13e52102-83f2-409e-895c-aba6a0bd538e,2912.67872098915
159,Miami‐Dade,87,Guillermo Zamora Boulevard,"That portion of S.R. 968/W. Flagler Street/S.W. 1st Street between S.W. 6th Avenue to S.W. 17th Avenue in Miami-Dade County is designated as ""Guillermo Zamora Boulevard.""",SR-968,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,W. Flagler Street,,,,,,157,,1,3d855706-7e79-41dc-afc2-de8a499286d2,2060.4072539344
160,Miami‐Dade,87,Rene Ledesma Way,"That portion of S.R. 973/S.W. 87th Avenue between S.W. 68th Street and S.W. 70th Street in Miami-Dade County is designated as ""Rene Ledesma Way.""",SR-973,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,S.W. 87th Avenue,,,,,,158,,0,52e7d384-cefc-4886-89f0-cab0c2d6d36a,222.553822487269
163,Miami‐Dade,87,Larcenia Bullard Way,"That portion of S.R. 992/152nd Street between U.S. 1 and 117th Avenue in Miami-Dade County is designated as ""Larcenia Bullard Way.""",SR-992,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,152nd Street,,,,,,161,,0,770a0300-96ef-4100-bdfc-0526ccb4fc31,4589.22872182608
164,Miami‐Dade,87,Reverend John A. Ferguson Street,"That portion of S.R. 992/S.W. 152nd Street/Coral Reef Drive between S.R. 821/Homestead Extension of the Florida Turnpike and S.W. 99th Court in Miami-Dade County is designated as ""Reverend John A. Ferguson Street.""",SR-992,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,S.W. 152nd Street,,,,,,162,,0,7e80c814-1f57-46c6-9d85-fad3578be765,2879.79012419417
165,Miami‐Dade,87,Robert M. Levy Memorial Boulevard,"That portion of S.R. 997/Krome Avenue between S.W. 344th Street and S.W. 177th Court in Miami-Dade County is designated as ""Robert M. Levy Memorial Boulevard.""",SR-997,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,South Krome Avenue,,,,,,163,,0,39df0484-23c1-42ac-93d9-4fc5f1f3c2e2,1056.73377789034
166,Miami‐Dade,87,Arthur & Polly Mays Memorial Highway,"That portion of U.S. 1/S.R. 5/S. Dixie Highway between S.W. 220th Street to S.W. 216th Street in Miami-Dade County is designated as ""Arthur & Polly Mays Memorial Highway.""",US-1,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,S. Dixie Highway,,,,,,164,,1,eaf2c8ce-9508-4c40-95cd-de4d0948f4a7,609.515690934486
168,Miami‐Dade,87,Herman Echevarria Way,"That portion of U.S 27/S.R. 25 between W. 9th Street and E/S.E. 1st Avenue within the city of Hialeah is designated as ""Herman Echevarria Way.""",US-27,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,Okeechobee Road,,,,,,166,,0,58544b27-3f50-4013-aff4-7d7738104d1b,1486.23390379491
169,Miami‐Dade,87,Belen Presidents Way,"That portion of U.S. 41/S.R. 90/Tamiami Trail/S.W. 8th Street between S.W. 127th Avenue to S.W. 132nd Avenue in Miami-Dade County is designated as ""Belen Presidents Way.""",US-41,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,6,Tamiami Trail,,,,,,167,,0,56baf497-c67e-4e18-a1c4-93e1eb026477,1015.60615517264
171,Miami‐Dade,87,Lorenzo de Toro Way,"That portion of U.S. 41/S.R. 90/S.W. 8th Street between S.W. 53rd Avenue and S.W. 56th Avenue in Miami-Dade County is designated as ""Lorenzo de Toro Way.""",US-41,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,S.W. 8th Street,,,,,,169,,0,04ec9085-3b52-4cdc-8bb0-9beb96a584e1,457.280109087715
174,Monroe,90,Indian Key Irving R. Eyster Bridge,"Bridge number 900095 over Indian Key Channel on U.S. 1/S.R. 5 in Monroe County is designated as ""Indian Key Irving R. Eyster Bridge.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,6,,,,,,,172,,0,ab514956-e37a-4098-b15e-ade4865b3e6f,687.30403425946
177,Hillsborough,10,"RADM LeRoy Collins, Jr., Veterans Expressway","That portion of S.R. 589 and S.R. 568/Veterans Expressway between S.R. 60/Courtney Campbell Causeway and S.R. 597/Dale Mabry Highway in Hillsborough County is designated as “RADM LeRoy Collins, Jr., Veterans Expressway.”",SR-589,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,7,Veterans Expressway,,,,,,175,,1,0a7ce6de-8686-4ea8-bdb5-8a92ef84971a,28190.9678452232
178,Pasco,14,Gulf Coast Highway,"That portion of U.S. 19/S.R. 55 between the Pinellas County line and the Hernando County line in Pasco County is designated as ""Gulf Coast Highway.""",US-19,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,7,,,,,,,176,,0,2afff1bc-6527-4b1f-bd17-1a250f4b7341,36106.7650135543
179,Pinellas,15,C.W. 'Bill' Young Memorial Highway,"That portion of S.R. 694/C.R. 694/Park Boulevard between U.S. 19/S.R. 55 and S.R. 699 Gulf Boulevard in Pinellas County is designated as ""C.W. 'Bill' Young Memorial Highway.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014,7,Park Boulevard,,,,,,177,,1,74262614-e49d-488c-88ae-e0c06f2e67cf,6491.638605733
182,Pinellas,15,Purple Heart Trail,"That portion of S.R. 60 between the Hillsborough County line and Mandalay Avenue in Pinellas County is designated as ""Purple Heart Trail.""",SR-60,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,7,Causeway Boulevard,,,,,,180,,0,341ecb6d-9b14-477f-bd1f-7eb63895ee5e,20836.1568010076
239,Charlotte,1,Albert W. Gilchrist Bridge,"A bridge being constructed in Charlotte County which will span the Peace River, is designated as the ""Albert W. Gilchrist Bridge.""",US-41,SB 606,1976/05/28 05:00:00+00,1976,1,,,,,,,181,,0,dd133a5d-7004-431d-bd32-3cd6ba19c5d3,2188.96998421575
242,Collier,3,Frank Road,"That portion of Golden Gate Parkway and former S.R. 851 to the intersection of S.R. 31 in Collier County is designated as ""Frank Road.""",,HB 1905,1971/06/23 05:00:00+00,1971,1,,,,,,,184,,0,b933471f-f52c-4ba2-98fa-09d9d8020eca,8298.3120012076
246,DeSoto,4,S. Chesterfield Smith Bridge,"The bridge over the Peace River on S.R. 70 in DeSoto County near Arcadia is designated as the ""S. Chesterfield Smith Bridge.""",SR-70,SB 1235,1961/06/22 05:00:00+00,1961,1,,,,,,,188,,0,6c8f25a7-3c42-4512-9d95-2de7f6ea7ad7,94.0796036980528
247,Glades,5,Mamie Langdale Memorial Bridge,"The new U.S. Highway 27 bridge in the city of Moore Haven in Glades County is designated as ""Mamie Langdale Memorial Bridge.""",,CS/SB 676,2003/07/14 05:00:00+00,2003,1,,,,,,,189,,0,e08fdaae-01f4-4c2c-a80a-c4a101b55334,796.155325017408
248,Highlands,9,Purple Heart Memorial Highway,"That portion of U.S. Highway 27 that lies within Highlands County is designated as ""Purple Heart Memorial Highway.""",US-27,HB 385,2005/07/01 05:00:00+00,2005,1,,,,,,,190,,0,a8844354-1f14-42f1-baa8-1a55c78807fe,85537.0538315269
249,Lee,12,Harry Stringfellow Road,"That portion of C.R. 767 on Pine Island in Lee County, Florida is designated as ""Harry Stringfellow Road.""",,HB 2164,1963/06/18 05:00:00+00,1963,1,,,,,,,191,,1,459dcc17-b032-4ed5-a6f5-b4725f0fdbe3,26290.4909605603
253,Manatee,13,Anna Maria Island Bridge,"The bridge on S.R. 64 between Perico island and Anna Maria island is named ""Anna Maria Island Bridge.""",SR-65,HB 1387,1965/06/08 05:00:00+00,1965,1,,,,,,,195,,0,2b04e57f-499f-4d62-ba33-635c437dd618,1075.35878172198
277,Okeechobee,91,Billy Bowlegs III Bridge,"The bridge on S.R. 70 which spans the Kissimmee River is designated as the ""Billy Bowlegs III Bridge.""",,SB 567,1969/05/31 05:00:00+00,1969,1,,,,,,,219,,0,661e37d4-c29d-4237-bc78-e302e22a23f2,143.270059560453
278,Polk,16,General James A. Van Fleet Bridge,"That portion of U.S. Highway 27 in Polk County which crosses U.S. Highway 17/92 (Bridge No. 160301) is designated as the ""General James A. Van Fleet Bridge.""",US-27,CS/SB 1392,1994/04/08 05:00:00+00,1994,1,,,,,,,220,,0,3a101721-348a-45fc-bc11-fee8718b4669,80.6621149374431
281,Polk,16,James Henry Mills Medal of Honor Parkway,"That portion of the Polk County Parkway from I-4 at the Polk/Hillsborough county line east to S.R. 37 in Lakeland is designated as the ""James Henry Mills Medal of Honor Parkway.""",SR-570,CS/SB 1014,1998/05/22 05:00:00+00,1998,1,Polk County Parkway,,,,,,223,,0,21dfa9df-d57e-4bc4-a363-091ba63517ef,11743.9352106489
282,Polk,16,John L. Robinson Highway,"That portion of S.R. 37 and Fort Green Road within the boundaries of Polk County, Florida is designated as the ""John L. Robinson Highway.""",,SB 164,1941/05/01 05:00:00+00,1941,1,Fort Green Road,,,,,,224,,0,f1861aef-2c30-4b8e-9f76-f3340fd22ed1,50942.3505250773
289,Sarasota,17,Circus Bridge,"Bridge number 170167, the Intracoastal Waterway Bridge replacing bridge number 170036 on Business U.S. Highway 41 in Sarasota County is designated as ""Circus Bridge.""",SR-45,HB 9,2004/05/13 05:00:00+00,2004,1,,,,,,,231,,0,0f10ab4a-7b08-46b9-b166-6d1feb7b578c,155.759236004036
291,Sarasota,17,Gil Waters Bridge,"The portion of S.R. 789/Gulf Stream Avenue in Sarasota between Sunset Drive and Bird Key Drive is designated as ""Gil Waters Bridge.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,1,Gulf Stream Avenue,,,,,,233,,0,b00802f3-8d9f-42b2-b061-5caf92fa09aa,1829.09275657076
293,Sarasota,17,Veteran's Memorial Parkway,"The portion of S.R. 72 in Sarasota County from a point immediately east of I-75 to the entrance of the National Veterans Cemetery in Sarasota is designated as ""Veteran's Memorial Parkway.""",SR-72,CS/SB 1604,2008/07/01 05:00:00+00,2008,1,Clark Road,,,,,,235,,0,31ef2fcb-97e9-4d13-b840-cf24383153e2,8065.6394439298
295,Broward,86,The Honorable Dale G. Bennett Boat Ramp,"Boat ramp number 8 located at mile marker 40.7 on I-75/S.R. 93/Alligator Alley in Broward County is designated as ""The Honorable Dale G. Bennett Boat Ramp.""",I-75,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,4,Alligator Alley,,,,,,236,,0,23971b63-a727-4bc5-8403-12e42d7bf668,57.1021071452648
300,Bay,46,Harold Haynes Memorial Pedestrian Bridge,"The pedestrian bridge (49007) over S.R. 390 at Kentucky Avenue and Mowat School Road in Bay County is designated as ""Harold Haynes Memorial Pedestrian Bridge.""",,SB 382,2018/07/01 05:00:00+00,2018,3,,,,,,,239,,0,c9cd2e4a-058b-42df-b1c9-9d8c5d05e33c,74.8748311444496
430,Alachua,26,Deputy Jack A. Romeis Road,"That portion of S.R. 26A in Alachua County between West University Avenue and S.W. 25th Street in Gainesville is designated as ""Deputy Jack A. Romeis Road.""",SR-26A,CS/HB 7039,2012/07/01 05:00:00+00,2012,2,,,,,,,240,,0,d0db1413-592b-41a8-887e-dde80cb3e112,1008.92841170753
434,Baker,27,Ben Rowe Highway,"That portion of S.R. 23 which begins at a point south of McClenny, Baker County, Florida, and runs westward to S.R. 125 is designated as the ""Ben Rowe Highway.""",,59-902,1959/05/30 05:00:00+00,1959,2,,,,,,,244,,0,98dda7cc-5e35-46c1-b7dd-21ae36154f21,4871.05216921414
435,Bradford,28,Buddy Norman Highway,"That portion of S.R. 225 from Lawtey to its intersection with S.R. 16 in Bradford County is designated as the ""Buddy Norman Highway.""",,SB 1371,1955/06/23 05:00:00+00,1955,2,,,,,,,245,,0,33cc4294-0e87-43a1-97ed-169e1cb95809,10611.705066321
438,Clay,71,James C. Penney Memorial Boulevard,"That portion of S.R. 16 in Clay County within the town limits of the Town of Penney Farms is designated as ""James C. Penney Memorial Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004,2,,,,,,,248,,0,1fc3989d-1c8e-4794-aeb7-97080b49b25a,5101.34402082258
440,Columbia,29,James A. Brewer Highway,"That portion of S.R. 10 from Lake City to its intersection with I-75 located in Columbia County, is designated as the ""James A. Brewer Highway.""",,HB 113,1967/05/05 05:00:00+00,1967,2,,,,,,,250,,0,b73ae7c9-077e-4eda-8bc4-e0dfbcbfee02,2619.77473425038
442,Dixie,30,"Captain Chad Allen Reed, Sr., Memorial Highway","That portion of U.S. Highway 19/27A/98/S.R. 55, between N.E. 170th Street and the Taylor County line in Dixie County is designated as ""Captain Chad Allen Reed, Sr., Memorial Highway.""",US-19,CS/HB 29,2010/07/01 05:00:00+00,2010,2,,,,,,,252,,0,4d4a7d81-9058-46d6-869f-c9c39460a120,32311.3259653584
447,Duval,72,Angela Webb Hammonds Boulevard,"That portion of New Kings Road in Duval County between Davis Street and Myrtle Avenue is designated as ""Angela Webb Hammonds Boulevard.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,2,,,,,,,257,,0,03971170-0d57-4373-a6e5-48686936a1e3,1155.50638831926
449,Duval,72,Arthur N. Sollee Bridge,"The bridge on J. Turner Boulevard which spans the Intracoastal Waterway in Jacksonville is designated as the ""Arthur N. Sollee Bridge.""",,HB 1092,1985/06/14 05:00:00+00,1985,2,J. Turner Boulevard,,,,,,259,,0,0601053c-6585-4875-b7c9-73f4329f7ea3,1621.95156992818
450,Duval,72,Barbara Van Blake Parkway,"That portion of Lem Turner Road between I-95 and Edgewood Avenue in Duval County is designated as ""Barbara Van Blake Parkway.""",,HB 121,2006/07/01 05:00:00+00,2006,2,Lem Turner Road,,,,,,260,,0,c0669c56-ea4b-407d-a8ec-977270110331,1451.36787953866
455,Duval,72,C. D. Kinsey Street,"That portion of Beaver Street between Stockton Street and Edgewood Avenue in Duval County is designated as ""C. D. Kinsey Street.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,2,Beaver Street,,,,,,265,,0,d016c13d-7700-49f8-90b3-ca4215b7c079,4436.30483004673
459,Duval,72,Dan Jones Avenue,"That portion of Dunn Avenue in Jacksonville between I-295 West and I-95 North is designated as ""Dan Jones Avenue.""",,HB 9,2004/05/13 05:00:00+00,2004,2,Dunn Avenue,,,,,,269,,0,5f359541-561b-4f9e-be92-b8be7275f28f,8740.14130025597
464,Duval,72,Eddie Mae Steward Avenue,"That portion of Main Street between West 6th Street and West 8th Street in Duval County is designated as ""Eddie Mae Steward Avenue.""",,HB 121,2006/07/01 05:00:00+00,2006,2,Main Street,,,,,,274,,0,192795b3-49a3-4838-9066-29a0fbfa070f,344.068923282908
467,Duval,72,George Matthews Boulevard,"That portion of Wilson Boulevard in Duval County between I-295 South and Old Middleburg Road is designated as ""George Matthews Boulevard.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,2,Wilson Boulevard,,,,,,277,,0,c26b2138-c9b3-40f1-81bf-b597fc512631,678.9337999687
475,Duval,72,Johnnie Mae Chappell Parkway,"That portion of U.S. Highway 1 between Finch Avenue and Redpoll Avenue in Duval County is designated as ""Johnnie Mae Chappell Parkway.""",US-1,HB 385,2005/07/01 05:00:00+00,2005,2,New Kings Road,,,,,,285,,0,700aec2a-9081-4366-9d13-4fef221e9c0f,613.140888659689
481,Duval,72,Robert 'Bullet Bob' Hayes Avenue,"That portion of Edgewood Avenue W. in Jacksonville from U.S. 1 East to where Edgewood Avenue W. becomes Tallulah is designated as ""Robert 'Bullet Bob' Hayes Avenue.""",,HB 9,2004/05/13 05:00:00+00,2004,2,Edgewood Avenue,,,,,,291,,0,7a506cda-7cb0-436b-acca-0e0ba9a6909b,7630.61294106578
