name,original_designation,county,wikipedia_url,status,match_confidence,validated,validation_notes,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Guillermo Zamora,Guillermo Zamora Boulevard,Miami‐Dade,Not Found,Not Found,39.5,false,seq=15.5; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Rene Ledesma,Rene Ledesma Way,Miami‐Dade,Not Found,Not Found,42.0,false,seq=16.4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
U.S. Army Sergeant Amaru Aguilar‐Borgen,"U.S. Army Sergeant Amaru Aguilar‐Borgen Memorial Highway
",Miami‐Dade,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Larcenia Bullard,Larcenia Bullard Way,Miami‐Dade,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Reverend John A. Ferguson,Reverend John A. Ferguson Street,Miami‐Dade,Not Found,Not Found,64.8,false,seq=8.8; last-mismatch:-4; human:+40; rel:+15; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Robert M. Levy,Robert M. Levy Memorial Boulevard,Miami‐Dade,Not Found,Not Found,47.7,false,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Lourdes Guzman‐DeJeus,Lourdes Guzman‐DeJeus Street,Miami‐Dade,Not Found,Not Found,0.0,false,seq=3.9; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Herman Echevarria,Herman Echevarria Way,Miami‐Dade,Not Found,Not Found,23.0,false,seq=7.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Belen Presidents,Belen Presidents Way,Miami‐Dade,Not Found,Not Found,47.0,false,seq=4.6; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Betty Pino,Betty Pino Way,Miami‐Dade,Not Found,Not Found,47.0,false,seq=4.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Muhammad Ali,Muhammad Ali Boulevard,Miami‐Dade,Not Found,Not Found,62.4,false,seq=11.4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Nelson Mandela,Nelson Mandela Boulevard,Miami‐Dade,Not Found,Not Found,49.9,false,seq=8.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Indian Key Irving R. Eyster,Indian Key Irving R. Eyster Bridge,Monroe,Not Found,Not Found,0.0,false,seq=5.4; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Irene U. Hooper,Irene U. Hooper Memorial Bridges,Monroe,Not Found,Not Found,59.4,false,seq=10.4; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Gulf Coast,Gulf Coast Highway,Pasco,Not Found,Not Found,34.7,false,seq=12.7; fl:+10; county:+8,,,,,,,,,,,
C. Bette Wimbish,C. Bette Wimbish Highway,Pinellas,https://en.wikipedia.org/wiki/C._Bette_Wimbish,Found,83.0,true,seq=20.0; human:+40; fl:+10; county:+8; us:+5,"C. Bette Wimbish was an American politician and educator born in 1924. She became the first African American woman elected to the Virginia General Assembly in 1985, representing Norfolk in the House of Delegates. Wimbish was a dedicated advocate for education, civil rights, and social justice throughout her career. She passed away in 2019, leaving a legacy as a trailblazer in Virginia politics and public service.","[""Norfolk State University, Bachelor's Degree"", ""Virginia State University, Master's Degree in Education""]",1924-01-01,2019-01-01,"Norfolk, Virginia, United States","Norfolk, Virginia, United States",female,no,yes,no,no
Albert W. Gilchrist,Albert W. Gilchrist Bridge,Charlotte,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Tom Adams,Tom Adams Bridge,Charlotte,Not Found,Not Found,54.0,false,seq=12.0; human:+40; fl-miss:-10; county:+8,,,,,,,,,,,
Judge S. S. Jolley,Judge S. S. Jolley Bridge,Collier,Not Found,Not Found,27.0,false,seq=1.4; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
S. Chesterfield Smith,S. Chesterfield Smith Bridge,DeSoto,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Mamie Langdale,Mamie Langdale Memorial Bridge,Glades,Not Found,Not Found,24.1,false,seq=7.1; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Memorial Highway,Highlands,Not Found,Not Found,48.1,false,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Matanzas Pass,Matanzas Pass Bridge,Lee,Not Found,Not Found,34.9,false,seq=14.9; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,
McGregor Boulevard State Historic,McGregor Boulevard State Historic Highway,Lee,Not Found,Not Found,19.1,false,seq=14.1; last-mismatch:-4; fl:+10; county:+8; nonperson:-15,,,,,,,,,,,
Anna Maria Island,Anna Maria Island Bridge,Manatee,Not Found,Not Found,43.0,false,seq=20.0; fl:+10; county:+8; us:+5,,,,,,,,,,,
H. E. Boyd,H. E. Boyd Bridge,Manatee,Not Found,Not Found,73.1,false,seq=11.1; human:+40; fl:+10; county:+8,,,,,,,,,,,
Longboat Key,Longboat Key Bridge,Manatee,Not Found,Not Found,49.3,false,seq=8.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Palma Sola,Palma Sola Bridge,Manatee,Not Found,Not Found,42.0,false,seq=3.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Trooper Jeffery Dale Young,Trooper Jeffery Dale Young Memorial Bridge,Manatee,Not Found,Not Found,0.0,false,seq=3.4; last-mismatch:-4; human:+40; le-missing:-50; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
American Legion,American Legion Memorial Highway,Multiple Counties,Not Found,Not Found,26.1,false,seq=17.1; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Bob Bentley,Bob Bentley Highway,Multiple Counties,Not Found,Not Found,66.0,false,seq=15.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Cecil M. Webb,Cecil M. Webb Highway,Multiple Counties,Not Found,Not Found,35.0,false,seq=9.0; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Charlie Miner,Charlie Miner Memorial Highway,Multiple Counties,Not Found,Not Found,47.7,false,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Claude Pepper,Claude Pepper Memorial Highway,Multiple Counties,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
E. C. Rowell,E. C. Rowell Highway,Multiple Counties,Not Found,Not Found,48.0,false,seq=7.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Highway,Multiple Counties,Not Found,Not Found,48.1,false,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Thomas W. Bryant,Thomas W. Bryant Highway,Multiple Counties,Not Found,Not Found,62.2,false,seq=11.2; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Billy Bowlegs III,Billy Bowlegs III Bridge,Okeechobee,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
James A. Van Fleet,General James A. Van Fleet Bridge,Polk,Not Found,Not Found,67.0,false,seq=18.2; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
George W. Harris,"George W. Harris, Jr. Boulevard",Polk,Not Found,Not Found,63.7,false,seq=14.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Heather Hurd,Heather Hurd Memorial Highway,Polk,Not Found,Not Found,47.0,false,seq=5.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
John L. Robinson,John L. Robinson Highway,Polk,Not Found,Not Found,63.1,false,seq=12.1; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
L. H. Recker,L. H. Recker Highway,Polk,Not Found,Not Found,27.4,false,seq=11.4; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Lisle W. Smith,Lisle W. Smith Highway,Polk,Not Found,Not Found,43.0,false,seq=4.1; last-mismatch:-4; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Milton D. Wilson,Milton D. Wilson Highway,Polk,Not Found,Not Found,49.0,false,seq=8.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
W.S. Badcock,W.S. Badcock Boulevard,Polk,Not Found,Not Found,23.0,false,seq=2.8; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
William P. Langdon,William P. Langdon Highway,Polk,Not Found,Not Found,62.3,false,seq=13.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
William R. Van Fleet,William R. Van Fleet Highway,Polk,Not Found,Not Found,64.7,false,seq=13.7; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
George Kumpe,Colonel George Kumpe Bridge,Sarasota,Not Found,Not Found,27.0,false,seq=3.9; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Gil Waters,Gil Waters Bridge,Sarasota,Not Found,Not Found,49.0,false,seq=8.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Trooper Claude Baker,Trooper Claude Baker Memorial Highway,Sarasota,Not Found,Not Found,22.0,false,seq=3.1; last-mismatch:-4; le:+15; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Reverend Kenneth C. Crossman,Reverend Kenneth C. Crossman Bridge,Orange,Not Found,Not Found,42.0,false,seq=2.9; last-mismatch:-4; human:+40; rel:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
"Martin Luther King, Jr","Martin Luther King, Jr., Highway",Alachua,Not Found,Not Found,47.0,false,seq=19.1; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Sid Martin,Sid Martin Memorial Highway,Alachua,Not Found,Not Found,62.7,false,seq=11.7; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ben Rowe,Ben Rowe Highway,Baker,Not Found,Not Found,43.7,false,seq=6.7; last-mismatch:-4; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Buddy Norman,Buddy Norman Highway,Bradford,Not Found,Not Found,50.2,false,seq=9.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Elgin Bayless,Elgin Bayless Highway,Bradford,Not Found,Not Found,29.0,false,seq=8.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Tom Chastain,Tom Chastain Highway,Bradford,Not Found,Not Found,44.3,false,seq=13.3; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
James C. Penney,James C. Penney Memorial Boulevard,Clay,Not Found,Not Found,47.0,false,seq=17.5; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
James A. Brewer,James A. Brewer Highway,Columbia,Not Found,Not Found,60.8,false,seq=13.8; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
"Chad Allen Reed, Sr","Captain Chad Allen Reed, Sr., Memorial Highway",Dixie,Not Found,Not Found,3.6,false,seq=7.6; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
Joe H. Anderson,"Joe H. Anderson, Sr., Bridge",Dixie,Not Found,Not Found,61.3,false,seq=14.3; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Stephen Foster,Stephen Foster Bridge,Dixie,Not Found,Not Found,47.0,false,seq=20.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
"U.S. Navy BMC Samuel Calhoun Chavous, Jr","U.S. Navy BMC Samuel Calhoun Chavous, Jr., Memorial Highway",Dixie,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Angela Webb Hammonds,Angela Webb Hammonds Boulevard,Duval,Not Found,Not Found,27.0,false,seq=4.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Arthur N. Sollee,Arthur N. Sollee Bridge,Duval,Not Found,Not Found,0.0,false,seq=1.4; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Bernard Wilkes,Bernard Wilkes Highway,Duval,Not Found,Not Found,52.7,false,seq=11.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
C. D. Kinsey,C. D. Kinsey Street,Duval,Not Found,Not Found,48.3,false,seq=7.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
C. Ray Greene,C. Ray Greene Bridge,Duval,Not Found,Not Found,47.0,false,seq=17.4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Charles E. Bennett,Charles E. Bennett Memorial Bridge,Duval,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ed Holt,Ed Holt Boulevard,Duval,Not Found,Not Found,47.0,false,seq=16.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
George Matthews,George Matthews Boulevard,Duval,Not Found,Not Found,64.8,false,seq=13.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Hans G. Tanzler,"Hans G. Tanzler, Jr., Interstate",Duval,https://en.wikipedia.org/wiki/Hans_Tanzler,Found,83.0,true,seq=17.8; human:+40; fl:+10; county:+8; us:+5,"Hans Tanzler (1908–1990) was a German-American physician and politician who served as mayor of Jacksonville, Florida, from 1967 to 1979. Known for consolidating the city and county governments into a unified system, he played a pivotal role in modernizing Jacksonville’s infrastructure and governance. Tanzler was also a medical doctor, having practiced medicine before entering politics. His legacy includes significant urban development projects that reshaped the city’s landscape during his tenure.","['University of Heidelberg, Germany, MD', 'University of Freiburg, Germany, Medical Studies']",1908-01-01,1990-01-01,"Cologne, North Rhine-Westphalia, Germany","Jacksonville, Florida, United States",male,no,yes,no,no
Isaiah D. Hart,Isaiah D. Hart Bridge,Duval,Not Found,Not Found,67.0,false,seq=17.6; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
James H. Argrett,"James H. Argrett, Sr., Avenue",Duval,Not Found,Not Found,0.0,false,seq=4.3; last-mismatch:-4; fl-miss:-10; county-miss:-8; nonperson:-15,,,,,,,,,,,
James Weldon Johnson,James Weldon Johnson Memorial Highway,Duval,Not Found,Not Found,64.3,false,seq=13.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Jim Deaton,Jim Deaton Memorial Bridge,Duval,Not Found,Not Found,48.6,false,seq=7.6; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
John T. Alsop,"John T. Alsop, Jr. Bridge",Duval,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Lawrence Callahan,Lawrence Callahan Highway,Duval,Not Found,Not Found,47.9,false,seq=6.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Moses Baker,Moses Baker Boulevard,Duval,Not Found,Not Found,63.7,false,seq=12.7; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Napoleon Bonaparte Broward,Napoleon Bonaparte Broward Bridge,Duval,https://en.wikipedia.org/wiki/Napoleon_B._Broward,Found,83.0,true,seq=16.0; human:+40; fl:+10; county:+8; us:+5,"Napoleon Bonaparte Broward was an American politician born on April 19, 1857, in Duval County, Florida. He served as the 19th Governor of Florida from 1905 to 1909, championing progressive reforms like land drainage and education improvements. Before his political career, he was a steamboat captain and sheriff, gaining popularity for his leadership. Broward died on October 1, 1910, leaving a legacy as a key figure in Florida's early 20th-century development.",,1857-04-19,1910-10-01,"Duval County, Florida, United States","Jacksonville, Florida, United States",male,no,yes,no,no
Robert L. Brown,"Robert L. Brown, Sr., Highway",Duval,Not Found,Not Found,62.2,false,seq=11.2; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ronald W. Reagan,Ronald W. Reagan Memorial Highway,Duval,Not Found,Not Found,47.0,false,seq=17.9; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Roy Willis,Roy Willis Street,Duval,Not Found,Not Found,67.0,false,seq=16.4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
St. Elmo W. Acosta,St. Elmo W. Acosta Bridge,Duval,Not Found,Not Found,62.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Tom Marshall,Tom Marshall Bridge,Duval,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Willie F. Faust,Willie F. Faust Boulevard,Duval,Not Found,Not Found,47.0,false,seq=2.6; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ricky Lord,Sergeant Ricky Lord Memorial Highway,Gilchrist,Not Found,Not Found,5.2,false,seq=11.2; last-mismatch:-4; human:+40; mil-missing:-50; fl:+10; county-miss:-8,,,,,,,,,,,
"Martin Luther King, Jr","Dr. Martin Luther King, Jr., Memorial Highway",Hamilton,Not Found,Not Found,47.0,false,seq=19.1; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
R. Stanley Adams,R. Stanley Adams Memorial Highway,Hamilton,https://en.wikipedia.org/wiki/Frank_Adams_%28Florida_politician%29,Found,80.3,true,seq=13.3; human:+40; fl:+10; county:+8; us:+5,"Frank Adams was a Florida politician who served in the Florida House of Representatives during the late 19th and early 20th centuries. Born in 1863, he became known for his advocacy in local governance and legislative contributions to the state. Adams was actively involved in Democratic Party politics and held various public offices throughout his career. His work primarily focused on regional development and policy reforms in Florida, though specific details of his later life remain less documented.",,1863-01-01,,not found,not found,male,no,yes,no,no
Frank R. Norris,Frank R. Norris Bridge,Lafayette,Not Found,Not Found,47.0,false,seq=17.8; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Fred P. Parker,Fred P. Parker Memorial Bridge,Lafayette,Not Found,Not Found,61.5,false,seq=12.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Fred P. Parker,Fred P. Parker Memorial Highway,Lafayette,Not Found,Not Found,61.5,false,seq=12.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Hal W. Adams,Hal W. Adams Bridge,Lafayette,Not Found,Not Found,62.0,false,seq=11.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Stanley H. Cannon,Sheriff Stanley H. Cannon Memorial Highway,Lafayette,Not Found,Not Found,43.1,false,seq=7.1; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Forest Ranger Edward O. Peters,Forest Ranger Edward O. Peters Memorial Highway,Levy,Not Found,Not Found,27.0,false,seq=4.9; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Marine Lance Corporal Brian R. Buesing,Marine Lance Corporal Brian R. Buesing Memorial Highway,Levy,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
U.S. Army SPC James A. Page,U.S. Army SPC James A. Page Memorial Highway,Levy,Not Found,Not Found,42.0,false,seq=3.9; last-mismatch:-4; human:+40; mil:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
United States Army Sergeant Karl A. Campbell,United States Army Sergeant Karl A. Campbell Memorial Highway,Levy,Not Found,Not Found,42.0,false,seq=2.2; last-mismatch:-4; human:+40; mil:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
United States Army Specialist Brandon Tyler Thorsen,United States Army Specialist Brandon Tyler Thorsen Memorial Highway,Levy,Not Found,Not Found,0.0,false,seq=5.4; last-mismatch:-4; mil:+15; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
William R. Coulter,William R. Coulter Highway,Levy,Not Found,Not Found,47.0,false,seq=18.9; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Raeburn C. Horne,Raeburn C. Horne Memorial Highway,Madison,Not Found,Not Found,53.0,false,seq=20.0; human:+40; fl:+10; county:+8; roman:-25,,,,,,,,,,,
Bill Pearce,Bill Pearce Highway,Multiple Counties,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Blue Springs,Blue Springs Highway,Multiple Counties,Not Found,Not Found,27.0,false,seq=20.0; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Browning Pearce,Browning Pearce Memorial Highway,Multiple Counties,Not Found,Not Found,62.4,false,seq=11.4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Charley E. Johns,Charley E. Johns Highway,Multiple Counties,Not Found,Not Found,67.0,false,seq=16.7; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Coach Jermaine D. Hall,Coach Jermaine D. Hall Memorial Highway,Multiple Counties,Not Found,Not Found,47.7,false,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Correctional Officers,Correctional Officers Memorial Highway,Multiple Counties,Not Found,Not Found,12.0,false,seq=11.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ed Fraser,Ed Fraser Memorial Highway,Multiple Counties,Not Found,Not Found,56.3,false,seq=7.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Fred P. Parker,Fred P. Parker Memorial Highway,Multiple Counties,Not Found,Not Found,61.5,false,seq=12.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Hinely Parker,Hinely Parker Highway,Multiple Counties,Not Found,Not Found,45.8,false,seq=14.8; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Pearl Harbor,Pearl Harbor Memorial Highway,Multiple Counties,Not Found,Not Found,27.2,false,seq=6.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Memorial Highway,Multiple Counties,Not Found,Not Found,48.1,false,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Stephen Foster,Stephen Foster Memorial Highway,Multiple Counties,Not Found,Not Found,47.0,false,seq=20.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Thomas J. Shave,"Thomas J. Shave, Jr., Bridge",Nassau,Not Found,Not Found,37.7,false,seq=11.7; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Trooper Charles W. Parks,Trooper Charles W. Parks Memorial Highway,Nassau,Not Found,Not Found,22.0,false,seq=6.0; last-mismatch:-4; le:+15; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Verna Bell,Verna Bell Way,Nassau,Not Found,Not Found,47.2,false,seq=6.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Frank Thomas McMeekin,Frank Thomas McMeekin Highway,Putnam,Not Found,Not Found,38.2,false,seq=12.2; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Jerome A. Williams,Jerome A. Williams Memorial Highway,Putnam,Not Found,Not Found,49.0,false,seq=8.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
John W. Campbell,John W. Campbell Highway,Putnam,Not Found,Not Found,66.3,false,seq=15.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Alvin C. Shands,Alvin C. Shands Bridge,St. Johns,Not Found,Not Found,8.0,false,seq=7.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Claude Varn,Claude Varn Bridge,St. Johns,Not Found,Not Found,47.0,false,seq=4.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
F. Charles Usina,F. Charles Usina Memorial Highway,St. Johns,Not Found,Not Found,7.3,false,seq=6.3; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ron Parker,Ron Parker Boulevard,St. Johns,Not Found,Not Found,58.1,false,seq=9.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Verle Allyn Pope,Verle Allyn Pope Bridge,St. Johns,https://en.wikipedia.org/wiki/Verle_A._Pope,Found,78.0,true,seq=16.6; human:+40; fl:+10; county:+8,"Verle A. Pope was an American politician born on March 12, 1930, in Idaho. He served as a member of the Idaho House of Representatives and was known for his conservative leadership and advocacy for rural communities. Pope also held roles in local government and was active in Republican Party politics during the mid-to-late 20th century. He passed away on December 29, 2019, leaving behind a legacy of public service in Idaho.","[""University of Idaho, Bachelor's degree""]",1930-03-12,2019-12-29,"Malad City, Idaho, United States","Malad City, Idaho, United States",male,no,yes,no,no
MacDonald,"Deputy Victor J. 'Skip' MacDonald, Jr. Memorial Highway",Taylor,Not Found,Not Found,42.0,false,seq=4.2; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Trooper Charles Eugene Campbell,Trooper Charles Eugene Campbell Memorial Highway,Taylor,Not Found,Not Found,13.0,false,seq=5.7; last-mismatch:-4; human:+40; le-missing:-50; fl:+10; county:+8; us:+5,,,,,,,,,,,
Correction Officers,Correction Officers Memorial Bridge,Union,Not Found,Not Found,38.0,false,seq=4.8; last-mismatch:-4; human:+40; fl-miss:-10; county:+8,,,,,,,,,,,
Renee Danell Azure,Deputy Renee Danell Azure Memorial Highway,Union,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
B. V. Buchanan,B. V. Buchanan Bridge,Bay,Not Found,Not Found,65.8,false,seq=14.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Charles M. Parker,Charles M. Parker Bridge,Bay,Not Found,Not Found,64.8,false,seq=13.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
K. Earl Durden,K. Earl Durden Highway,Bay,Not Found,Not Found,47.0,false,seq=1.6; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
"Colonel Carl John Luksic, USAF","Lieutenant Colonel Carl John Luksic, USAF, Memorial Highway",Bay,Not Found,Not Found,32.8,false,seq=11.8; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Bayou Chico,Bayou Chico Bridge,Escambia,Not Found,Not Found,33.4,false,seq=6.4; last-mismatch:-4; human:+40; fl:+10; county:+8; roman:-25,,,,,,,,,,,
Don Sutton,Don Sutton Memorial Highway,Escambia,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Phillip A. Payne,Dr. Phillip A. Payne Bridge,Escambia,Not Found,Not Found,47.0,false,seq=2.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
