name,original_designation,county,wikipedia_url,status,match_confidence,validated,validation_notes,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Miami Springs,Miami Springs Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Lomas_Brown,Found,49.3,true,seq=8.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Lomas Brown is a former American professional football player born on March 30, 1963, in Miami, Florida. He played as an offensive tackle in the NFL for 18 seasons, primarily with the Detroit Lions, earning seven Pro Bowl selections. Brown was known for his durability and skill, becoming a key figure in the Lions' offensive line during the 1990s. After retiring, he transitioned into sports broadcasting and remains a respected analyst in the football community.","['University of Florida', ""Bachelor's Degree in Public Relations""]",1963-03-30,,"Miami, Florida, United States",not found,male,yes,no,no,no
Guillermo Zamora,Guillermo Zamora Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Gonzalo_S%C3%A1nchez_de_Lozada,Found,47.8,true,seq=6.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Gonzalo Sánchez de Lozada is a Bolivian politician and businessman born on July 1, 1930. He served as the President of Bolivia twice, first from 1993 to 1997 and again from 2002 to 2003, during which he implemented significant economic reforms, including the controversial 'capitalization' program privatizing state industries. Known for his pro-market policies, his second term ended prematurely amid widespread protests and civil unrest, leading to his resignation and subsequent exile in the United States. Sánchez de Lozada remains a polarizing figure in Bolivian history, symbolizing both modernization efforts and social conflict during his political career.","['University of Chicago, Bachelor of Arts in Literature', 'University of Chicago, Graduate Studies (no degree specified)']",1930-07-01,,"La Paz, Bolivia",not found,male,no,yes,no,no
Rene Ledesma,Rene Ledesma Way,Miami‐Dade,https://en.wikipedia.org/wiki/RJ_Ledesma,Found,42.0,true,seq=16.4; human:+40; fl-miss:-10; county-miss:-8,"RJ Ledesma is a Filipino television host, writer, and entrepreneur known for his work in Philippine media. Born in the Philippines, he gained prominence as a VJ for MTV Asia and later hosted various lifestyle and entertainment shows. Ledesma has also authored books and ventured into business, including founding a digital marketing agency. His career spans television, writing, and entrepreneurship, making him a notable figure in Philippine pop culture.","['Ateneo de Manila University, Bachelor of Science in Management Engineering']",,,not found,not found,male,no,no,no,no
U.S. Army Sergeant Amaru Aguilar‐Borgen,"U.S. Army Sergeant Amaru Aguilar‐Borgen Memorial Highway
",Miami‐Dade,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Larcenia Bullard,Larcenia Bullard Way,Miami‐Dade,https://en.wikipedia.org/wiki/Larcenia_Bullard,Found,67.0,true,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,"Larcenia Bullard was an American politician born on March 12, 1947, in Miami, Florida. She served as a Democratic member of the Florida House of Representatives from 2000 to 2008 and later in the Florida Senate from 2008 to 2012. Bullard was known for her advocacy on education, healthcare, and social justice issues during her political career. She passed away on September 1, 2022, leaving a legacy in Florida's legislative history.","[""Florida Agricultural and Mechanical University (FAMU), Bachelor's Degree"", ""Nova Southeastern University, Master's Degree in Public Administration""]",1947-03-12,2022-09-01,"Miami, Florida, United States","Miami, Florida, United States",female,no,yes,no,no
Reverend John A. Ferguson,Reverend John A. Ferguson Street,Miami‐Dade,Not Found,Not Found,12.4,false,seq=11.4; rel:+15; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Robert M. Levy,Robert M. Levy Memorial Boulevard,Miami‐Dade,Not Found,Not Found,8.7,false,seq=7.7; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Lourdes Guzman‐DeJeus,Lourdes Guzman‐DeJeus Street,Miami‐Dade,Not Found,Not Found,0.0,false,seq=3.9; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Herman Echevarria,Herman Echevarria Way,Miami‐Dade,Not Found,Not Found,24.0,false,seq=8.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Belen Presidents,Belen Presidents Way,Miami‐Dade,https://en.wikipedia.org/wiki/Carlos_Pr%C3%ADo_Socarr%C3%A1s,Found,47.7,true,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Carlos Prío Socarrás was a Cuban politician born on July 14, 1903, who served as the President of Cuba from 1948 to 1952. Known for his progressive reforms and efforts to modernize the country, his administration was marked by economic growth and social programs. However, his presidency ended amid political turmoil and allegations of corruption, leading to his exile after Fulgencio Batista's coup in 1952. Prío died on April 5, 1977, in Miami, Florida, after years of living abroad following his ousting from power.","['University of Havana', 'Law Degree']",1903-07-14,1977-04-05,"Bahía Honda, Pinar del Río, Cuba","Miami, Florida, United States",male,no,yes,no,no
Betty Pino,Betty Pino Way,Miami‐Dade,https://en.wikipedia.org/wiki/Betty_Pino,Found,42.0,true,seq=20.0; human:+40; fl-miss:-10; county-miss:-8,"Betty Pino was a notable figure whose biographical details are not fully available in the provided content. No specific birth or death dates, profession, or notable achievements could be extracted from the given Wikipedia snippet. The content lacks substantive information about her life, career, or historical significance. Further research would be required to provide a complete biographical summary.",,,,not found,not found,not found,no,no,no,no
Muhammad Ali,Muhammad Ali Boulevard,Miami‐Dade,Not Found,Not Found,17.4,false,seq=11.4; fl:+10; county-miss:-8,,,,,,,,,,,
Nelson Mandela,Nelson Mandela Boulevard,Miami‐Dade,Not Found,Not Found,2.3,false,seq=6.3; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
Indian Key Irving R. Eyster,Indian Key Irving R. Eyster Bridge,Monroe,Not Found,Not Found,0.0,false,seq=5.4; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Irene U. Hooper,Irene U. Hooper Memorial Bridges,Monroe,Not Found,Not Found,14.4,false,seq=10.4; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
Gulf Coast,Gulf Coast Highway,Pasco,https://en.wikipedia.org/wiki/Nature_Coast,Found,34.7,true,seq=12.7; fl:+10; county:+8,"The provided content does not contain biographical information about a person but instead appears to be a Wikipedia navigation and header section for the 'Nature Coast' article. No details about birth, death, profession, achievements, or historical significance of an individual are present. The content includes Wikipedia menu links, search tools, and appearance settings rather than personal biographical data. Thus, no meaningful summary of a person's life can be generated from this material.",,,,not found,not found,not found,no,no,no,no
C. Bette Wimbish,C. Bette Wimbish Highway,Pinellas,https://en.wikipedia.org/wiki/C._Bette_Wimbish,Found,83.0,true,seq=20.0; human:+40; fl:+10; county:+8; us:+5,"C. Bette Wimbish was an American journalist and newspaper publisher best known for her leadership at The Metro Herald in Chicago. Born in 1924, she became one of the first Black women to own and operate a major metropolitan newspaper in the United States during the 1970s. Wimbish played a pivotal role in advocating for civil rights and amplifying Black voices through her publication. She passed away in 1996, leaving a legacy in media and community activism.","['Northwestern University, Medill School of Journalism', ""Bachelor's degree in Journalism"", 'University of Chicago, Graduate Studies in Communications']",1924-01-01,1996-01-01,"Chicago, Illinois, United States","Chicago, Illinois, United States",female,no,yes,no,no
Albert W. Gilchrist,Albert W. Gilchrist Bridge,Charlotte,https://en.wikipedia.org/wiki/Albert_W._Gilchrist,Found,67.0,true,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,"Albert Wallach Gilchrist was an American politician born on January 15, 1858, in Charleston, South Carolina. He served as the 20th Governor of Florida from 1909 to 1913, marking his most notable political achievement. Gilchrist was also a lawyer and Confederate veteran, having fought in the Civil War during his youth. He passed away on May 15, 1926, leaving a legacy in Florida’s early 20th-century political history.","['University of Virginia (attended)', 'Read law under Judge William B. Gary (self-study)']",1858-01-15,1926-05-15,"Charleston, South Carolina, United States","Gainesville, Florida, United States",male,no,yes,yes,no
Tom Adams,Tom Adams Bridge,Charlotte,Not Found,Not Found,23.0,false,seq=12.0; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Judge S. S. Jolley,Judge S. S. Jolley Bridge,Collier,https://en.wikipedia.org/wiki/Clark_Jolley,Found,40.3,true,seq=9.3; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Clark Jolley is an American politician who served as a member of the Oklahoma State Senate from 2004 to 2018. Born in Oklahoma, he represented the 41st district and was known for his conservative stance on fiscal and social issues. Jolley worked in the private sector before entering politics, focusing on business and economic development. His legislative career included leadership roles such as Senate Appropriations Chairman and involvement in key policy areas like education and taxation.","['Oklahoma State University, Bachelor of Science in Business Administration']",1968-01-01,,"Oklahoma, United States",not found,male,no,yes,no,no
S. Chesterfield Smith,S. Chesterfield Smith Bridge,DeSoto,Not Found,Not Found,7.0,false,seq=18.5; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Mamie Langdale,Mamie Langdale Memorial Bridge,Glades,Not Found,Not Found,24.1,false,seq=7.1; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Memorial Highway,Highlands,Not Found,Not Found,7.0,false,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Matanzas Pass,Matanzas Pass Bridge,Lee,https://en.wikipedia.org/wiki/William_Katt,Found,38.0,true,seq=4.8; last-mismatch:-4; human:+40; fl-miss:-10; county:+8,"William Katt is an American actor born on February 16, 1951, best known for his role as Ralph Hinkley in the 1980s superhero TV series The Greatest American Hero. He began his career in the 1970s, appearing in films like Carrie (1976) and Big Wednesday (1978), while also working in television and theater. The son of actors Bill Williams and Barbara Hale, Katt followed his family’s entertainment legacy but carved his own path in Hollywood. Though primarily an actor, he has also contributed to voice work and occasional music projects, maintaining a steady career across multiple decades.",,1951-02-16,,"Los Angeles, California, United States",not found,male,no,no,no,yes
McGregor Boulevard State Historic,McGregor Boulevard State Historic Highway,Lee,https://en.wikipedia.org/wiki/Gregor_MacGregor,Found,47.5,true,seq=6.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Gregor MacGregor was a Scottish soldier, adventurer, and confidence trickster born on December 24, 1786. He gained notoriety for his role in the Latin American wars of independence, where he fought alongside Simón Bolívar and earned the title 'General' for his military leadership. MacGregor is infamous for orchestrating the 'Poyais Scheme,' a fraudulent investment scam involving a fictional Central American territory, which swindled numerous British investors in the 1820s. He died in Venezuela on December 4, 1845, leaving behind a legacy as one of history’s most audacious imposters.","['University of Edinburgh, military studies (attended briefly)', 'Royal Military Academy, training in artillery and engineering']",1786-12-24,1845-12-04,"Edinburgh, Scotland, United Kingdom","Caracas, Venezuela",male,no,yes,yes,no
Anna Maria Island,Anna Maria Island Bridge,Manatee,https://en.wikipedia.org/wiki/Rick_Bisio,Found,59.4,true,seq=7.4; last-mismatch:-4; human:+40; fl:+10; county:+8,"Rick Bisio is an American entrepreneur and business executive best known for his work in the franchising industry. He founded The Educated Franchisee, a consulting firm that helps individuals evaluate franchise opportunities, and authored a book by the same name. Bisio has also held leadership roles in various companies, including as a franchisee himself in the restaurant sector. His expertise lies in guiding prospective franchise owners through the complexities of franchise ownership and investment.","['University of Colorado Boulder, Bachelor of Science in Business Administration']",,,not found,not found,male,no,no,no,no
H. E. Boyd,H. E. Boyd Bridge,Manatee,Not Found,Not Found,18.7,false,seq=12.7; fl:+10; county-miss:-8,,,,,,,,,,,
Longboat Key,Longboat Key Bridge,Manatee,https://en.wikipedia.org/wiki/Larry_Elgart,Found,47.7,true,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Larry Elgart was an American jazz saxophonist, composer, and bandleader born on March 20, 1922. He is best known for his work in big band and swing music, particularly his 1954 hit Bandstand Boogie, which became the iconic theme for American Bandstand. Alongside his brother Les Elgart, he led the critically acclaimed Elgart Brothers Orchestra, blending traditional swing with modern arrangements. Larry Elgart passed away on August 29, 2017, leaving behind a lasting legacy in the jazz and big band genres.",,1922-03-20,2017-08-29,"New London, Connecticut, United States","Longboat Key, Florida, United States",male,no,no,yes,yes
Palma Sola,Palma Sola Bridge,Manatee,https://en.wikipedia.org/wiki/Matt_Walden,Found,58.0,true,seq=3.8; last-mismatch:-4; human:+40; fl:+10; county:+8,"Matt Walden is a contemporary musician known for his work in the music industry beginning in 2014. His career spans songwriting, production, and live performances, though specific birth details remain undocumented. Walden has contributed to a discography that includes multiple releases and notable live shows since his debut. While his broader historical impact is still evolving, he remains an active figure in modern music production.",,,,not found,not found,male,no,no,no,yes
Trooper Jeffery Dale Young,Trooper Jeffery Dale Young Memorial Bridge,Manatee,Not Found,Not Found,0.0,false,seq=3.4; last-mismatch:-4; human:+40; le-missing:-50; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
American Legion,American Legion Memorial Highway,Multiple Counties,Not Found,Not Found,11.9,false,seq=10.9; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Bob Bentley,Bob Bentley Highway,Multiple Counties,Not Found,Not Found,21.7,false,seq=15.7; fl:+10; county-miss:-8,,,,,,,,,,,
Cecil M. Webb,Cecil M. Webb Highway,Multiple Counties,Not Found,Not Found,17.9,false,seq=11.9; fl:+10; county-miss:-8,,,,,,,,,,,
Charlie Miner,Charlie Miner Memorial Highway,Multiple Counties,Not Found,Not Found,3.8,false,seq=14.8; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Claude Pepper,Claude Pepper Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Claude_Pepper,Found,67.0,true,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,"Claude Pepper was an American politician born on September 8, 1900, in Dudleyville, Alabama, and died on May 30, 1989, in Washington, D.C. He served as a U.S. Senator from Florida (1936–1951) and later as a U.S. Representative (1963–1989), becoming a prominent advocate for the elderly and social welfare programs. Known for his progressive policies, Pepper championed civil rights, labor rights, and healthcare reforms, including the creation of Medicare. His five-decade career in public service left a lasting impact on American politics and social legislation.","['University of Alabama, Bachelor of Arts', 'Harvard Law School, Law Degree']",1900-09-08,1989-05-30,"Dudleyville, Alabama, United States","Washington, D.C., United States",male,no,yes,yes,no
E. C. Rowell,E. C. Rowell Highway,Multiple Counties,Not Found,Not Found,7.0,false,seq=3.2; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Highway,Multiple Counties,Not Found,Not Found,7.0,false,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Thomas W. Bryant,Thomas W. Bryant Highway,Multiple Counties,https://en.wikipedia.org/wiki/C._Farris_Bryant,Found,62.2,true,seq=11.2; human:+40; fl:+10; county-miss:-8; us:+5,"C. Farris Bryant was an American politician born on July 26, 1914, in Marianna, Florida. He served as the 34th Governor of Florida from 1961 to 1965, focusing on education reform and economic development. Prior to his governorship, Bryant was a member of the Florida House of Representatives and practiced law. He passed away on March 1, 2002, leaving a legacy as a key figure in mid-20th century Florida politics.","['University of Florida, Bachelor of Arts', 'University of Florida, Bachelor of Laws (LL.B)']",1914-07-26,2002-03-01,"Marianna, Florida, United States","Tallahassee, Florida, United States",male,no,yes,yes,no
Billy Bowlegs III,Billy Bowlegs III Bridge,Okeechobee,https://en.wikipedia.org/wiki/Billy_Bowlegs_III,Found,67.0,true,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,"Billy Bowlegs III (1862–1965) was a prominent Seminole leader and the last hereditary chief of the Seminole Tribe of Florida. Born during a period of conflict between the Seminoles and the U.S. government, he became a key figure in preserving Seminole culture and negotiating land rights. He served as a cultural ambassador, bridging relations between his people and the broader American society during the early 20th century. His legacy includes efforts to maintain Seminole traditions and sovereignty amid rapid societal changes.",,1862-01-01,1965-01-01,"Florida, United States","Florida, United States",male,no,yes,yes,no
James A. Van Fleet,General James A. Van Fleet Bridge,Polk,Not Found,Not Found,23.0,false,seq=4.4; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
George W. Harris,"George W. Harris, Jr. Boulevard",Polk,Not Found,Not Found,23.9,false,seq=12.9; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Heather Hurd,Heather Hurd Memorial Highway,Polk,https://en.wikipedia.org/wiki/Debbie_Wasserman_Schultz,Found,48.8,true,seq=7.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Debbie Wasserman Schultz is an American politician born on September 27, 1966, in Forest Hills, New York. She has served as a U.S. Representative for Florida's 23rd congressional district since 2005 and previously chaired the Democratic National Committee (DNC) from 2011 to 2016. Known for her advocacy on women's health issues, she introduced the Breast Cancer Patient Protection Act and has been a prominent figure in progressive politics. Wasserman Schultz remains active in Congress, focusing on healthcare, education, and environmental policy as of 2024.","['University of Florida, B.A. in Political Science (1988)', 'University of Florida, M.A. in Political Science (1990)']",1966-09-27,,"Forest Hills, New York, United States",not found,female,no,yes,no,no
John L. Robinson,John L. Robinson Highway,Polk,Not Found,Not Found,21.2,false,seq=15.2; fl:+10; county-miss:-8,,,,,,,,,,,
L. H. Recker,L. H. Recker Highway,Polk,https://en.wikipedia.org/wiki/William_T._Blackstone,Found,43.3,true,seq=7.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"William T. Blackstone was an American evangelist and author born in 1841. He is best known for his 1878 book Jesus is Coming, which popularized premillennial dispensationalism and influenced Christian eschatology. Blackstone organized the first Prophetic Bible Conference in 1878 and later drafted the Blackstone Memorial in 1916, advocating for a Jewish homeland in Palestine. He died in 1935, leaving a lasting impact on evangelical thought and Zionist movements.","['Methodist Episcopal Church (early religious training)', 'Self-taught in theology and biblical studies']",1841-10-06,1935-11-07,"Adams, New York, United States","Chicago, Illinois, United States",male,no,yes,no,no
Lisle W. Smith,Lisle W. Smith Highway,Polk,Not Found,Not Found,7.0,false,seq=1.5; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Milton D. Wilson,Milton D. Wilson Highway,Polk,Not Found,Not Found,7.0,false,seq=5.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
W.S. Badcock,W.S. Badcock Boulevard,Polk,https://en.wikipedia.org/wiki/Ted_Badcock,Found,39.9,true,seq=13.9; human:+40; fl-miss:-10; county-miss:-8,"Ted Badcock was an Australian rules footballer who played during the early 20th century. Born in 1888, he became known for his contributions to the sport, particularly with the Geelong Football Club in the Victorian Football League (VFL). Badcock served in World War I, adding to his historical significance beyond sports. He passed away in 1917 during active military service in Belgium, leaving a legacy in both athletics and military history.",,1888-01-01,1917-10-12,"Geelong, Victoria, Australia","Passchendaele, West Flanders, Belgium",male,yes,no,yes,no
William P. Langdon,William P. Langdon Highway,Polk,Not Found,Not Found,17.3,false,seq=13.3; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
William R. Van Fleet,William R. Van Fleet Highway,Polk,Not Found,Not Found,23.0,false,seq=4.6; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
George Kumpe,Colonel George Kumpe Bridge,Sarasota,https://en.wikipedia.org/wiki/Rush_B._Lincoln_Jr.,Found,27.0,true,seq=2.6; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Rush B. Lincoln Jr. was an American businessman and politician born in 1886. He was the son of Rush B. Lincoln, a prominent figure in Illinois politics, and followed in his father's footsteps by engaging in civic and political activities. Lincoln Jr. served as a director for several corporations and was involved in local governance. His contributions were primarily in the business and political spheres, though his legacy remains less documented compared to his father.",,1886-01-01,,not found,not found,male,no,yes,no,no
Gil Waters,Gil Waters Bridge,Sarasota,Not Found,Not Found,9.0,false,seq=8.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Trooper Claude Baker,Trooper Claude Baker Memorial Highway,Sarasota,https://en.wikipedia.org/wiki/Bill_Clinton,Found,42.0,true,seq=3.8; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8; us:+5,"William Jefferson Clinton, born August 19, 1946, is an American politician who served as the 42nd President of the United States from 1993 to 2001. A member of the Democratic Party, he previously held office as the Governor of Arkansas and Attorney General of Arkansas, becoming known for his centrist policies and economic reforms. Clinton oversaw the longest period of peacetime economic expansion in U.S. history during his presidency, while also facing significant controversies, including impeachment in 1998. He remains a prominent figure in global politics and philanthropy through the Clinton Foundation and other initiatives post-presidency.","['Georgetown University, Bachelor of Science in Foreign Service (BSFS)', 'University of Oxford, Attended as a Rhodes Scholar (no degree)', 'Yale Law School, Juris Doctor (JD)']",1946-08-19,,"Hope, Arkansas, United States of America",not found,male,no,yes,no,yes
Reverend Kenneth C. Crossman,Reverend Kenneth C. Crossman Bridge,Orange,https://en.wikipedia.org/wiki/Moon_Landrieu,Found,42.0,true,seq=2.9; last-mismatch:-4; human:+40; rel:+15; fl-miss:-10; county-miss:-8; us:+5,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
"Martin Luther King, Jr","Martin Luther King, Jr., Highway",Alachua,Not Found,Not Found,19.8,false,seq=15.8; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
Sid Martin,Sid Martin Memorial Highway,Alachua,https://en.wikipedia.org/wiki/Trayvon_Martin,Found,62.7,true,seq=11.7; human:+40; fl:+10; county-miss:-8; us:+5,"Trayvon Martin was born on February 5, 1995, in Miami, Florida, USA. He was an African-American teenager whose fatal shooting on February 26, 2012, in Sanford, Florida, sparked national debates on racial profiling, gun laws, and self-defense. The case gained widespread media attention and led to protests and the formation of the Black Lives Matter movement. Martin’s death at age 17 became a symbol of systemic racial injustice in the United States.","['Dr. Michael M. Krop High School (attended)', 'No degree conferred (deceased during high school)']",1995-02-05,2012-02-26,"Miami, Florida, United States","Sanford, Florida, United States",male,yes,no,no,no
Ben Rowe,Ben Rowe Highway,Baker,Not Found,Not Found,7.0,false,seq=16.5; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Buddy Norman,Buddy Norman Highway,Bradford,Not Found,Not Found,7.3,false,seq=6.3; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Elgin Bayless,Elgin Bayless Highway,Bradford,https://en.wikipedia.org/wiki/Jimmy_Butler,Found,29.0,true,seq=8.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Jimmy Butler is an American professional basketball player born on September 14, 1989. Known for his defensive prowess and leadership, he has played for teams like the Chicago Bulls, Minnesota Timberwolves, Philadelphia 76ers, Miami Heat, and the Los Angeles Clippers. A six-time NBA All-Star and five-time All-NBA Team selection, Butler led the Miami Heat to the NBA Finals in 2020 and 2023. His journey from a lightly recruited college player to an NBA superstar highlights his resilience and work ethic.","['Tomball High School, Texas', 'Tyler Junior College, Texas', ""Marquette University, Wisconsin, Bachelor's in Communication Studies""]",1989-09-14,,"Houston, Texas, United States of America",not found,male,yes,no,no,no
Tom Chastain,Tom Chastain Highway,Bradford,Not Found,Not Found,8.0,false,seq=7.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
James C. Penney,James C. Penney Memorial Boulevard,Clay,Not Found,Not Found,7.0,false,seq=17.5; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
James A. Brewer,James A. Brewer Highway,Columbia,Not Found,Not Found,15.8,false,seq=13.8; fl-miss:-10; county:+8,,,,,,,,,,,
"Chad Allen Reed, Sr","Captain Chad Allen Reed, Sr., Memorial Highway",Dixie,Not Found,Not Found,22.7,false,seq=6.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Joe H. Anderson,"Joe H. Anderson, Sr., Bridge",Dixie,Not Found,Not Found,22.0,false,seq=16.3; fl:+10; county-miss:-8,,,,,,,,,,,
Stephen Foster,Stephen Foster Bridge,Dixie,Not Found,Not Found,18.8,false,seq=12.8; fl:+10; county-miss:-8,,,,,,,,,,,
"U.S. Navy BMC Samuel Calhoun Chavous, Jr","U.S. Navy BMC Samuel Calhoun Chavous, Jr., Memorial Highway",Dixie,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Angela Webb Hammonds,Angela Webb Hammonds Boulevard,Duval,Not Found,Not Found,2.7,false,seq=6.7; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
Arthur N. Sollee,Arthur N. Sollee Bridge,Duval,Not Found,Not Found,0.0,false,seq=1.4; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Bernard Wilkes,Bernard Wilkes Highway,Duval,Not Found,Not Found,18.0,false,seq=5.2; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,
C. D. Kinsey,C. D. Kinsey Street,Duval,Not Found,Not Found,7.0,false,seq=3.3; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
C. Ray Greene,C. Ray Greene Bridge,Duval,Not Found,Not Found,19.7,false,seq=7.7; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,
Charles E. Bennett,Charles E. Bennett Memorial Bridge,Duval,https://en.wikipedia.org/wiki/Michael_S._Bennett,Found,26.6,true,seq=15.6; fl:+10; county-miss:-8; us:+5,"Michael S. Bennett was a United States Senator from Colorado, serving from 1997 to 2011 as a member of the Democratic Party. Born in New Delhi, India, he was known for his focus on education reform, fiscal responsibility, and bipartisan collaboration during his tenure. Before entering politics, Bennett worked in business and law, including serving as the superintendent of Denver Public Schools. His career also included roles in the Clinton administration and leadership in various civic organizations.","['Wesleyan University, BA', 'Yale Law School, JD']",1944-11-28,,"New Delhi, India",not found,male,no,yes,no,no
Ed Holt,Ed Holt Boulevard,Duval,Not Found,Not Found,8.5,false,seq=7.5; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
George Matthews,George Matthews Boulevard,Duval,Not Found,Not Found,19.8,false,seq=13.8; fl:+10; county-miss:-8,,,,,,,,,,,
Hans G. Tanzler,"Hans G. Tanzler, Jr., Interstate",Duval,https://en.wikipedia.org/wiki/Hans_Tanzler,Found,83.0,true,seq=17.8; human:+40; fl:+10; county:+8; us:+5,"Hans Tanzler (1927–2013) was a German-American politician and businessman best known for serving as the mayor of Jacksonville, Florida, from 1967 to 1979. During his tenure, he oversaw significant urban development, including the consolidation of Jacksonville and Duval County governments, which expanded the city's boundaries. Tanzler was also a prominent figure in local commerce, owning a successful chain of department stores before entering politics. His legacy includes modernizing Jacksonville's infrastructure and fostering economic growth in the region.","['University of Florida, Bachelor of Science in Business Administration', 'Harvard Business School, Advanced Management Program']",1927-01-01,2013-05-15,"Cologne, North Rhine-Westphalia, Germany","Jacksonville, Florida, United States",male,no,yes,yes,no
Isaiah D. Hart,Isaiah D. Hart Bridge,Duval,https://en.wikipedia.org/wiki/Ossian_B._Hart,Found,60.3,true,seq=14.3; human:+40; fl:+10; county-miss:-8,"Ossian Bingley Hart was born on January 17, 1821, in Jacksonville, Florida, and became a prominent American lawyer and politician. He served as the 13th Governor of Florida from 1873 to 1874 during the Reconstruction era, advocating for fiscal responsibility and civil rights reforms. Prior to his governorship, Hart held positions as a state legislator, judge, and mayor of Jacksonville, shaping Florida’s post-Civil War legal and political landscape. He died on March 18, 1874, in Jacksonville, shortly after leaving office, leaving a legacy as a key figure in Florida’s 19th-century history.","['East Florida Seminary (precursor to University of Florida)', 'Studied law under Judge Isaac H. Bronson']",1821-01-17,1874-03-18,"Jacksonville, Florida, United States","Jacksonville, Florida, United States",male,no,yes,no,no
James H. Argrett,"James H. Argrett, Sr., Avenue",Duval,Not Found,Not Found,0.0,false,seq=4.3; last-mismatch:-4; fl-miss:-10; county-miss:-8; nonperson:-15,,,,,,,,,,,
